Pgd_1-488,Pgd_1-BG,Pgd_1-568,Pgd_1-BG,Pgd_2-488,Pgd_2-BG,Pgd_2-568,Pgd_2-BG,Pgd_3-488,Pgd_3-BG,Pgd_3-568,Pgd_3-BG,Pgd_4-488,Pgd_4-BG,Pgd_4-568,Pgd_4-BG,Pgd_5-488,Pgd_5-BG,Pgd_5-568,Pgd_5-BG,Pgd_6-488,Pgd_6-BG,Pgd_6-568,Pgd_6-BG,Pgd_7-488,Pgd_7-BG,Pgd_7-568,Pgd_7-BG,Pgd_8-488,Pgd_8-BG,Pgd_8-568,Pgd_8-BG,Pgd_9-488,Pgd_9-BG,Pgd_9-568,Pgd_9-BG,Pgd_10-488,Pgd_10-BG,Pgd_10-568,Pgd_10-BG,Pgd_11-488,Pgd_11-BG,Pgd_11-568,Pgd_11-BG,Pgd_12-488,Pgd_12-BG,Pgd_12-568,Pgd_12-BG,Pgd_13-488,Pgd_13-BG,Pgd_13-568,Pgd_13-BG,Pgd_14-488,Pgd_14-BG,Pgd_14-568,Pgd_14-BG,Pgd_15-488,Pgd_15-BG,Pgd_15-568,Pgd_15-BG,Pgd_16-488,Pgd_16-BG,Pgd_16-568,Pgd_16-BG,Pgd_17-488,Pgd_17-BG,Pgd_17-568,Pgd_17-BG,Pgd_18-488,Pgd_18-BG,Pgd_18-568,Pgd_18-BG,Pgd_19-488,Pgd_19-BG,Pgd_19-568,Pgd_19-BG,Pgd_20-488,Pgd_20-BG,Pgd_20-568,Pgd_20-BG,Pgd_21-488,Pgd_21-BG,Pgd_21-568,Pgd_21-BG,Pgd_22-488,Pgd_22-BG,Pgd_22-568,Pgd_22-BG,Pgd_23-488,Pgd_23-BG,Pgd_23-568,Pgd_23-BG,Pgd_24-488,Pgd_24-BG,Pgd_24-568,Pgd_24-BG
54.463,1.483,36.053,0.721,49.699,1.483,37.612,0.721,101.92,0.179,60.727,0.065,68.254,0.179,67.803,0.065,22.675,0.315,12.83,0.1,43.761,0.315,22.922,0.1,41.484,0.316,22.219,0.063,39.63,0.316,20.211,0.063,22.385,0.014,24.026,0.019,36.924,0.019,39.765,0.017,44.85,0.019,46.744,0.017,43.805,0.019,46.966,0.017,31.225,0.241,36.172,0.062,76.075,0.241,75.579,0.062,57.73,0.241,62.193,0.062,47.792,0.025,48.393,0.008,40.29,0.025,40.198,0.008,29.756,0.225,30.035,0.175,36.639,0.02,49.653,0.016,27.084,0.055,21.092,0.02,39.615,0.036,37.68,0.021,44.456,0.096,48.335,0.073,51.775,0.012,39.487,0.012,82.902,0.012,66.459,0.012
55.232,1.367,36.296,0.659,50.873,1.367,38.028,0.659,102.409,0.174,61.122,0.072,69.605,0.174,67.611,0.072,22.773,0.309,12.719,0.09,47.933,0.309,25.304,0.09,43.616,0.322,23.321,0.078,39.412,0.322,20.1,0.078,22.36,0.023,24.123,0.021,36.618,0.019,39.275,0.011,44.445,0.019,46.272,0.011,43.87,0.019,46.78,0.011,31.222,0.212,36.132,0.069,76.181,0.212,75.522,0.069,57.823,0.212,62.19,0.069,47.005,0.016,47.781,0.012,39.972,0.016,39.817,0.012,29.536,0.204,29.784,0.184,37.667,0.015,50.111,0.012,27.142,0.041,21.105,0.015,39.634,0.021,37.198,0.012,44.181,0.081,47.923,0.078,53.434,0.014,40.777,0.01,84.707,0.014,67.511,0.01
54.888,1.377,35.926,0.68,49.76,1.377,37.216,0.68,102.474,0.176,60.58,0.063,70.481,0.176,67.798,0.063,22.428,0.344,12.665,0.095,48.143,0.344,25.373,0.095,43.678,0.306,23.371,0.061,39.102,0.306,19.786,0.061,22.385,0.016,24.076,0.014,36.223,0.017,39.242,0.015,44.063,0.017,46.111,0.015,43.143,0.017,46.4,0.015,31.1,0.198,35.814,0.078,76.466,0.198,75.8,0.078,57.773,0.198,61.708,0.078,47.18,0.026,47.712,0.008,39.82,0.026,39.767,0.008,29.391,0.22,29.64,0.2,38.429,0.02,50.318,0.009,27.207,0.048,21.187,0.017,39.853,0.017,36.827,0.014,43.87,0.098,47.624,0.067,55.848,0.012,42.657,0.007,86.519,0.012,68.993,0.007
56.183,1.359,36.635,0.67,51.91,1.359,38.522,0.67,104.055,0.178,61.357,0.082,71.574,0.178,67.94,0.082,22.598,0.311,12.583,0.107,47.596,0.311,24.85,0.107,43.485,0.321,23.366,0.074,39.292,0.321,19.846,0.074,22.193,0.011,23.799,0.009,36.326,0.019,39.105,0.004,44.227,0.019,46.002,0.004,43.887,0.019,46.935,0.004,31.165,0.238,35.847,0.053,76.502,0.238,75.755,0.053,57.713,0.238,61.92,0.053,46.683,0.022,47.323,0.017,39.415,0.022,39.323,0.017,29.175,0.214,29.329,0.202,39.385,0.021,50.664,0.014,27.279,0.063,21.308,0.017,39.562,0.02,36.409,0.01,44.369,0.091,48.131,0.07,53.358,0.018,40.732,0.006,84.624,0.018,67.56,0.006
55.485,1.312,36.098,0.671,50.673,1.312,37.29,0.671,103.54,0.188,60.766,0.07,72.55,0.188,67.562,0.07,23.29,0.293,12.969,0.079,43.741,0.293,22.809,0.079,43.518,0.321,23.09,0.072,40.027,0.321,20.107,0.072,22.065,0.023,23.819,0.023,36.451,0.015,39.304,0.013,44.621,0.015,46.472,0.013,43.938,0.015,47.045,0.013,31.629,0.224,36.239,0.068,76.488,0.224,75.697,0.068,58.293,0.224,62.359,0.068,46.439,0.016,47.137,0.023,39.185,0.016,39.159,0.023,29.054,0.221,29.122,0.169,39.362,0.017,49.716,0.013,27.098,0.046,21.135,0.016,40.17,0.033,36.6,0.014,44.218,0.091,47.882,0.06,55.038,0.009,42.059,0.006,85.575,0.009,68.372,0.006
55.961,1.277,36.092,0.674,51.063,1.277,37.63,0.674,104.586,0.202,60.985,0.069,73.093,0.202,67.539,0.069,22.68,0.318,12.428,0.11,47.699,0.318,24.926,0.11,40.56,0.293,21.314,0.066,39.423,0.293,19.845,0.066,22.172,0.014,23.817,0.014,36.388,0.019,39.169,0.021,44.635,0.019,46.37,0.021,44.093,0.019,47.048,0.021,31.936,0.215,36.553,0.068,76.576,0.215,75.559,0.068,58.771,0.215,62.502,0.068,45.917,0.029,46.702,0.013,39.062,0.029,39,0.013,28.826,0.19,28.894,0.21,40.466,0.024,50.29,0.014,26.892,0.035,21.045,0.022,40.258,0.023,36.51,0.016,44.176,0.091,48.095,0.071,60.135,0.008,46.158,0.009,89.846,0.008,71.338,0.009
56.309,1.215,36.237,0.691,51.383,1.215,37.669,0.691,104.841,0.196,60.823,0.063,73.753,0.196,67.505,0.063,22.946,0.35,12.788,0.1,46.757,0.35,24.277,0.1,44.639,0.314,23.785,0.081,39.35,0.314,19.833,0.081,22.25,0.012,23.744,0.014,33.766,0.021,39.01,0.011,40.259,0.021,46.19,0.011,39.86,0.021,46.953,0.011,31.978,0.207,36.443,0.047,76.753,0.207,75.59,0.047,58.754,0.207,62.568,0.047,46.472,0.022,46.677,0.014,39.35,0.022,39.086,0.014,28.84,0.221,28.869,0.165,41.021,0.025,50.178,0.009,26.982,0.043,20.988,0.015,40.156,0.024,36.332,0.02,43.508,0.111,47.401,0.058,57.265,0.013,43.904,0.01,87.686,0.013,69.804,0.01
56.099,1.283,36.018,0.679,50.994,1.283,37.342,0.679,105.063,0.181,60.639,0.059,73.899,0.181,67.31,0.059,23.039,0.333,12.725,0.092,46.974,0.333,24.33,0.092,45.203,0.311,23.95,0.075,39.624,0.311,19.864,0.075,22.913,0.016,24.231,0.01,24.316,0.013,38.47,0.008,27.408,0.013,45.659,0.008,28.59,0.013,46.24,0.008,32.939,0.229,37.301,0.047,76.682,0.229,75.392,0.047,59.819,0.229,63.478,0.047,45.558,0.01,45.767,0.016,38.308,0.01,38.339,0.016,28.211,0.207,28.214,0.177,41.5,0.021,49.791,0.007,26.883,0.04,20.863,0.014,40.407,0.025,36.077,0.023,43.438,0.108,47.15,0.07,57.651,0.013,44.106,0.008,88.045,0.013,70.048,0.008
55.938,1.208,35.725,0.672,50.594,1.208,36.752,0.672,104.874,0.164,60.307,0.065,74.216,0.164,67.615,0.065,23.884,0.304,13.233,0.092,50.605,0.304,26.161,0.092,44.663,0.332,23.752,0.072,39.763,0.332,19.904,0.072,22.209,0.015,23.55,0.012,17.04,0.017,38.604,0.015,18.67,0.017,45.207,0.015,20.083,0.017,45.813,0.015,26.882,0.205,36.508,0.058,72.65,0.205,75.83,0.058,53.125,0.205,62.87,0.058,46.453,0.025,46.793,0.018,38.791,0.025,39.124,0.018,29.309,0.206,29.359,0.181,42.043,0.022,49.528,0.007,26.673,0.047,20.736,0.024,40.782,0.026,36.324,0.01,43.176,0.106,47.077,0.078,57.533,0.014,44.234,0.007,87.95,0.014,70.13,0.007
56.263,1.157,36.025,0.644,51,1.157,37.088,0.644,105.235,0.18,60.671,0.065,74.647,0.18,67.55,0.065,21.492,0.288,12.645,0.108,40.65,0.288,24.776,0.108,37.615,0.314,21.784,0.078,37.483,0.314,19.716,0.078,21.227,0.014,23.038,0.015,12.048,0.011,37.905,0.006,13.609,0.011,44.684,0.006,14.887,0.011,45.548,0.006,19.692,0.244,35.323,0.051,63.799,0.244,75.883,0.051,42.663,0.244,61.812,0.051,44.537,0.018,46.284,0.016,36.746,0.018,38.787,0.016,27.951,0.207,28.572,0.196,42.362,0.022,49.263,0.01,26.579,0.047,20.634,0.022,41.045,0.04,36.42,0.015,42.848,0.124,46.759,0.077,52.571,0.017,40.616,0.006,83.75,0.017,67.128,0.006
55.954,1.147,35.691,0.67,50.339,1.147,36.329,0.67,105.429,0.14,60.264,0.066,74.305,0.14,67.497,0.066,18.283,0.321,13.145,0.084,28.964,0.321,24.238,0.084,30.44,0.282,23.981,0.051,31.2,0.282,19.779,0.051,18.905,0.016,22.438,0.014,9.35,0.013,37.617,0.013,10.949,0.013,44.093,0.013,11.915,0.013,44.912,0.013,14.353,0.241,33.476,0.059,54.818,0.241,75.828,0.059,32.353,0.241,59.346,0.059,42.615,0.022,45.913,0.01,34.877,0.022,38.6,0.01,27.066,0.206,28.386,0.159,42.892,0.025,49.85,0.009,26.453,0.06,20.554,0.023,40.709,0.025,36.31,0.012,39.761,0.081,46.164,0.071,51.535,0.015,41.608,0.012,81.469,0.015,68.26,0.012
54.65,1.051,36.182,0.615,49.826,1.051,37.283,0.615,99.713,0.159,60.537,0.06,73.98,0.159,67.567,0.06,14.462,0.32,12.739,0.09,19.349,0.32,23.413,0.09,20.753,0.304,22.658,0.063,23.667,0.304,19.408,0.063,15.718,0.016,21.746,0.014,7.785,0.006,37.263,0.013,9.555,0.006,43.926,0.013,10.297,0.006,44.947,0.013,11.413,0.251,32.753,0.058,46.799,0.251,75.653,0.058,26.065,0.251,59.027,0.058,41.93,0.012,46.619,0.017,34.207,0.012,39.131,0.017,26.971,0.198,29.045,0.198,41.512,0.014,49.86,0.009,24.819,0.043,20.411,0.013,38.326,0.03,35.979,0.013,35.101,0.092,45.904,0.062,44.867,0.014,40.451,0.005,73.445,0.014,67.013,0.005
49.286,1.028,35.632,0.634,44.82,1.028,36.577,0.634,89.279,0.167,60.243,0.057,72.301,0.167,67.563,0.057,11.823,0.291,12.442,0.092,14.493,0.291,22.315,0.092,14.979,0.324,21.701,0.073,17.869,0.324,19.282,0.073,13.043,0.013,21.256,0.012,6.871,0.019,36.902,0.006,8.715,0.019,43.512,0.006,9.194,0.019,44.516,0.006,9.824,0.252,32.982,0.052,40.468,0.252,75.826,0.052,22.343,0.252,59.614,0.052,41.436,0.013,47.037,0.016,33.536,0.013,39.49,0.016,26.217,0.227,29,0.205,37.856,0.012,49.688,0.012,22.627,0.05,20.353,0.021,34.346,0.016,35.347,0.014,28.422,0.075,45.286,0.071,40.648,0.015,42.124,0.006,66.92,0.015,68.406,0.006
43.881,1.008,35.698,0.671,39.861,1.008,36.762,0.671,76.319,0.164,60.362,0.063,69.003,0.164,67.193,0.063,10.12,0.316,12.626,0.109,13.063,0.316,23.156,0.109,13.393,0.267,22.927,0.055,14.419,0.267,18.899,0.055,10.934,0.016,20.894,0.012,6.352,0.013,36.822,0.021,8.08,0.013,43.218,0.021,8.607,0.013,44.729,0.021,8.718,0.221,32.915,0.058,35.437,0.221,76.106,0.058,19.68,0.221,59.824,0.058,40.561,0.014,47.264,0.009,32.771,0.014,39.542,0.009,25.777,0.199,29.029,0.181,33.076,0.022,49.367,0.012,20.044,0.037,20.094,0.02,31.187,0.031,35.464,0.015,23.185,0.086,44.684,0.071,33.431,0.009,40.106,0.008,57.269,0.009,66.692,0.008
37.718,0.973,35.237,0.683,33.509,0.973,35.87,0.683,65.492,0.144,59.453,0.063,64.461,0.144,67.144,0.063,8.649,0.335,12.222,0.111,12.143,0.335,23.732,0.111,12.062,0.267,23.087,0.057,12.529,0.267,18.785,0.057,9.155,0.015,20.296,0.019,6.003,0.015,36.244,0.008,7.748,0.015,43.157,0.008,8.234,0.015,44.052,0.008,8.071,0.195,33.178,0.058,31.935,0.195,76.13,0.058,17.862,0.195,60.235,0.058,39.963,0.013,47.268,0.018,32.136,0.013,39.605,0.018,25.238,0.224,29.07,0.169,28.174,0.028,48.988,0.008,17.732,0.059,19.755,0.014,27.503,0.031,35.21,0.008,19.546,0.073,44.246,0.078,26.587,0.015,35.889,0.008,47.167,0.015,63.236,0.008
32.431,0.956,35.181,0.604,28.548,0.956,35.639,0.604,58.537,0.138,59.765,0.069,59.449,0.138,67.104,0.069,7.74,0.304,12.254,0.093,10.585,0.304,21.789,0.093,10.28,0.287,20.644,0.075,11.281,0.287,18.784,0.075,7.947,0.01,20.053,0.015,5.669,0.015,35.734,0.004,7.322,0.015,42.376,0.004,7.868,0.015,43.634,0.004,7.728,0.219,33.732,0.062,29.234,0.219,76.432,0.062,17.003,0.219,61.174,0.062,38.841,0.025,46.961,0.017,31.544,0.025,39.379,0.017,24.34,0.213,28.671,0.191,23.977,0.023,47.973,0.013,15.692,0.051,19.599,0.018,24.404,0.025,35.233,0.01,16.748,0.069,44.201,0.062,23.512,0.008,35.041,0.01,41.59,0.008,62.228,0.01
28.615,0.866,35.323,0.647,24.861,0.866,35.711,0.647,50.653,0.131,59.702,0.069,53.521,0.131,66.925,0.069,7.083,0.297,12.227,0.106,10.601,0.297,23.127,0.106,10.605,0.243,22.814,0.055,10.334,0.243,18.4,0.055,7.068,0.012,19.759,0.011,5.547,0.017,35.639,0.006,7.252,0.017,41.952,0.006,7.787,0.017,43.789,0.006,7.509,0.194,34.372,0.062,27.114,0.194,76.402,0.062,16.149,0.194,61.769,0.062,38.472,0.022,47.098,0.026,31.348,0.022,39.399,0.026,24.027,0.227,28.814,0.187,20.995,0.018,47.943,0.009,14.021,0.041,19.361,0.028,21.728,0.024,35.117,0.01,14.829,0.074,44.145,0.051,21.976,0.009,35.626,0.012,38.397,0.009,62.382,0.012
25.46,0.895,35.181,0.686,22.687,0.895,35.951,0.686,44.22,0.127,59.584,0.074,47.81,0.127,66.861,0.074,6.54,0.284,12.197,0.093,10.215,0.284,23.016,0.093,9.811,0.281,21.88,0.058,9.881,0.281,18.513,0.058,6.525,0.014,19.474,0.021,5.437,0.021,35.262,0.011,7.032,0.021,42.021,0.011,7.56,0.021,43.712,0.011,7.144,0.225,34.037,0.05,25.64,0.225,76.852,0.05,15.273,0.225,61.528,0.05,37.874,0.014,46.944,0.016,31.129,0.014,39.286,0.016,23.539,0.174,28.564,0.177,18.563,0.02,48.535,0.012,12.614,0.055,19.254,0.022,19.326,0.026,34.611,0.017,13.432,0.083,43.725,0.059,20.989,0.014,35.882,0.015,35.834,0.014,62.445,0.015
23.095,0.841,35.774,0.674,21.236,0.841,36.96,0.674,39.904,0.162,60.004,0.075,42.469,0.162,66.402,0.075,6.364,0.353,12.492,0.095,10.315,0.353,23.382,0.095,10.095,0.299,23.177,0.072,9.587,0.299,18.658,0.072,6.156,0.013,19.534,0.011,5.337,0.025,35.166,0.011,7.025,0.025,41.65,0.011,7.514,0.025,43.745,0.011,6.963,0.264,33.651,0.065,24.611,0.264,76.815,0.065,14.706,0.264,61.161,0.065,37.475,0.012,46.753,0.014,31.066,0.012,39.186,0.014,23.119,0.209,28.396,0.195,16.594,0.016,48.182,0.01,11.535,0.044,19.13,0.022,17.706,0.023,34.328,0.012,12.708,0.058,44.129,0.079,21.228,0.009,37.954,0.012,35.231,0.009,64.352,0.012
21.438,0.85,36.22,0.632,19.805,0.85,37.595,0.632,37.067,0.149,59.926,0.077,37.755,0.149,65.93,0.077,5.926,0.299,12.116,0.087,10.258,0.299,23.834,0.087,9.704,0.263,22.537,0.055,9.226,0.263,18.346,0.055,5.991,0.013,19.714,0.017,5.296,0.008,35.241,0.008,7.008,0.008,41.874,0.008,7.557,0.008,44.25,0.008,7.015,0.212,34.468,0.063,23.652,0.212,77.022,0.063,14.758,0.212,62.487,0.063,37.402,0.017,47.003,0.016,31.765,0.017,39.277,0.016,23.155,0.167,28.668,0.187,15.086,0.018,47.826,0.01,10.634,0.051,19.184,0.013,16.196,0.024,34.162,0.006,11.994,0.067,43.914,0.076,20.333,0.012,37.367,0.005,33.182,0.012,63.827,0.005
19.304,0.864,35.444,0.654,17.428,0.864,36.152,0.654,34.25,0.143,59.081,0.08,33.337,0.143,66.043,0.08,5.755,0.311,12.185,0.108,10.18,0.311,23.996,0.108,9.695,0.257,22.818,0.071,8.99,0.257,18.379,0.071,6.061,0.014,20.207,0.015,5.282,0.008,35.029,0.013,6.934,0.008,41.738,0.013,7.395,0.008,43.886,0.013,6.951,0.236,34.517,0.071,22.997,0.236,77.044,0.071,14.463,0.236,62.287,0.071,37.263,0.028,47.028,0.01,32.383,0.028,39.316,0.01,23.02,0.215,28.486,0.172,13.975,0.023,47.688,0.01,9.997,0.047,19.082,0.013,14.953,0.029,33.844,0.009,11.462,0.065,43.417,0.074,19.813,0.007,37.226,0.01,32.034,0.007,63.58,0.01
17.563,0.828,35.058,0.686,15.917,0.828,35.87,0.686,32.55,0.141,59.538,0.055,29.508,0.141,65.769,0.055,5.613,0.314,12.071,0.096,9.956,0.314,23.724,0.096,9.533,0.26,22.754,0.063,8.685,0.26,18.188,0.063,6.302,0.01,21.253,0.02,5.174,0.019,34.826,0.004,6.76,0.019,41.344,0.004,7.434,0.019,43.652,0.004,7.104,0.257,35.649,0.073,22.368,0.257,76.591,0.073,14.754,0.257,63.82,0.073,38.13,0.02,47.597,0.018,33.418,0.02,39.835,0.018,23.526,0.218,28.935,0.198,13.181,0.032,47.833,0.015,9.453,0.051,18.987,0.015,13.947,0.03,33.575,0.013,11.016,0.047,43.119,0.082,18.403,0.012,35.376,0.012,30.283,0.012,61.695,0.012
16.65,0.809,34.956,0.696,14.911,0.809,35.725,0.696,30.643,0.127,59.208,0.06,26.593,0.127,65.428,0.06,5.496,0.329,12.209,0.126,9.968,0.329,23.747,0.126,9.46,0.28,22.597,0.055,8.801,0.28,18.437,0.055,6.452,0.016,21.8,0.015,5.16,0.006,34.58,0.011,6.761,0.006,41.521,0.011,7.466,0.006,43.828,0.011,7.209,0.262,35.652,0.058,21.835,0.262,76.381,0.058,14.654,0.262,63.92,0.058,39.349,0.024,48.285,0.017,34.238,0.024,40.327,0.017,24.281,0.2,29.62,0.19,12.534,0.023,47.839,0.01,9.041,0.054,18.949,0.025,13.198,0.023,33.288,0.017,10.812,0.076,43.262,0.06,18.618,0.012,35.852,0.013,30.023,0.012,62.518,0.013
16.052,0.792,35.025,0.637,14.011,0.792,35.508,0.637,29.966,0.14,59.064,0.064,24.054,0.14,65.384,0.064,5.628,0.314,12.465,0.119,9.544,0.314,22.797,0.119,8.942,0.278,21.312,0.071,8.646,0.278,18.453,0.071,6.573,0.011,22.028,0.015,5.19,0.008,34.571,0.015,6.804,0.008,41.363,0.015,7.362,0.008,43.98,0.015,6.732,0.23,33.893,0.073,21.826,0.23,76.872,0.073,13.933,0.23,61.64,0.073,40.676,0.031,49.256,0.023,35.214,0.031,41.13,0.023,24.962,0.232,30.292,0.184,11.959,0.02,47.727,0.013,8.688,0.051,18.923,0.017,12.521,0.021,32.884,0.014,10.738,0.091,43.661,0.058,17.802,0.01,35.029,0.007,29.107,0.01,61.317,0.007
15.185,0.822,34.698,0.649,13.326,0.822,34.972,0.649,29.62,0.125,58.977,0.068,22.141,0.125,65.411,0.068,5.584,0.332,12.741,0.11,9.737,0.332,23.456,0.11,9.411,0.292,22.902,0.05,8.549,0.292,18.27,0.05,6.527,0.018,22.27,0.018,5.158,0.027,34.401,0.006,6.787,0.027,40.996,0.006,7.331,0.027,43.871,0.006,6.709,0.241,33.675,0.046,21.498,0.241,77.273,0.046,13.783,0.241,61.185,0.046,41.302,0.017,49.315,0.014,35.322,0.017,41.169,0.014,24.993,0.202,30.026,0.158,11.387,0.022,47.538,0.008,8.313,0.032,18.883,0.014,12.046,0.026,32.644,0.014,10.446,0.061,43.295,0.076,18.778,0.014,36.935,0.009,29.884,0.014,63.274,0.009
14.581,0.772,34.75,0.666,12.811,0.772,35.107,0.666,29.191,0.127,58.884,0.072,20.435,0.127,65.214,0.072,5.413,0.294,12.452,0.1,9.867,0.294,23.873,0.1,9.262,0.249,22.482,0.049,8.445,0.249,18.162,0.049,6.556,0.013,22.524,0.016,5.155,0.029,34.367,0.015,6.764,0.029,40.974,0.015,7.413,0.029,43.848,0.015,6.707,0.236,34.301,0.09,21.204,0.236,77.106,0.09,13.869,0.236,62.036,0.09,40,0.024,47.734,0.02,34.523,0.024,39.936,0.02,24.294,0.176,28.827,0.172,11.048,0.018,46.867,0.013,8.051,0.054,18.824,0.012,11.586,0.018,32.707,0.022,10.333,0.107,43.156,0.063,18.795,0.015,36.839,0.012,29.605,0.015,63.235,0.012
14.204,0.785,34.825,0.629,12.468,0.785,34.972,0.629,28.596,0.125,58.727,0.067,18.832,0.125,65.12,0.067,5.489,0.312,12.658,0.098,9.49,0.312,22.996,0.098,9.118,0.277,22.378,0.084,8.427,0.277,18.233,0.084,7.021,0.018,24.348,0.016,5.122,0.008,34.096,0,6.702,0.008,40.902,0,7.437,0.008,43.66,0,6.558,0.23,33.271,0.041,21.111,0.23,77.164,0.041,13.575,0.23,60.794,0.041,35.371,0.025,45.659,0.015,27.15,0.025,38.167,0.015,22.176,0.185,27.674,0.181,10.682,0.024,46.063,0.006,7.904,0.058,18.618,0.03,11.317,0.018,32.764,0.018,10.148,0.076,42.709,0.073,19.454,0.018,38.402,0.009,30.238,0.018,64.388,0.009
14.119,0.759,34.98,0.642,12.412,0.759,35.261,0.642,27.374,0.112,58.702,0.061,17.859,0.112,65.146,0.061,5.244,0.327,12.42,0.101,9.732,0.327,23.662,0.101,9.301,0.267,22.997,0.062,8.292,0.267,17.986,0.062,7.192,0.017,24.996,0.015,5.093,0.008,33.75,0.008,6.735,0.008,40.703,0.008,7.356,0.008,43.646,0.008,6.59,0.236,33.4,0.058,20.888,0.236,77.487,0.058,13.611,0.236,61.062,0.058,26.221,0.014,44.991,0.013,17.916,0.014,37.667,0.013,17.904,0.166,27.305,0.183,10.421,0.016,45.869,0.008,7.781,0.061,18.772,0.021,11.016,0.025,32.42,0.008,10.059,0.079,42.673,0.086,18.423,0.013,36.56,0.007,29.353,0.013,63.052,0.007
13.381,0.74,34.315,0.629,11.795,0.74,34.394,0.629,26.243,0.117,58.508,0.063,16.554,0.117,64.907,0.063,5.276,0.307,12.582,0.101,9.741,0.307,23.797,0.101,8.968,0.276,21.96,0.083,8.364,0.276,18.219,0.083,7.293,0.009,25.264,0.018,5.02,0.015,33.444,0.011,6.56,0.015,40.03,0.011,7.303,0.015,43.29,0.011,6.588,0.262,33.494,0.084,20.748,0.262,77.092,0.084,13.696,0.262,61.207,0.084,18.966,0.025,44.581,0.015,12.996,0.025,37.357,0.015,13.973,0.195,26.985,0.203,10.223,0.016,46.078,0.013,7.625,0.069,18.7,0.021,10.772,0.023,32.251,0.015,9.944,0.071,42.707,0.062,17.368,0.007,34.537,0.008,28.218,0.007,61.01,0.008
13.373,0.728,34.68,0.637,11.855,0.728,35.294,0.637,25.806,0.129,58.555,0.069,15.759,0.129,64.955,0.069,5.273,0.309,12.319,0.105,10.073,0.309,24.397,0.105,9.349,0.28,23.091,0.064,8.259,0.28,18.081,0.064,7.283,0.013,25.262,0.021,4.988,0.013,32.981,0.017,6.525,0.013,39.678,0.017,7.259,0.013,42.864,0.017,6.447,0.227,32.906,0.082,20.724,0.227,77.2,0.082,13.336,0.227,60.185,0.082,14.872,0.018,44.124,0.02,10.614,0.018,37.113,0.02,11.396,0.197,26.807,0.171,10.204,0.025,46.867,0.008,7.541,0.059,18.805,0.021,10.501,0.023,31.863,0.014,9.918,0.078,42.359,0.074,17.756,0.02,35.091,0.013,28.485,0.02,61.381,0.013
13.144,0.761,34.686,0.656,11.601,0.761,35.066,0.656,25.006,0.127,58.544,0.054,15.097,0.127,64.52,0.054,5.238,0.309,12.251,0.086,10.002,0.309,24.152,0.086,9.149,0.25,22.675,0.055,8.225,0.25,18.002,0.055,7.392,0.021,25.516,0.014,4.978,0.011,32.949,0.017,6.551,0.011,39.579,0.017,7.299,0.011,43.016,0.017,6.565,0.241,33.398,0.05,20.553,0.241,76.933,0.05,13.615,0.241,60.812,0.05,12.733,0.016,43.97,0.012,9.414,0.016,37.065,0.012,9.723,0.212,26.748,0.166,10.077,0.021,46.744,0.017,7.409,0.052,18.84,0.018,10.266,0.017,31.582,0.017,9.833,0.077,42.204,0.085,18.34,0.006,36.471,0.009,29.118,0.006,62.269,0.009
12.901,0.74,34.575,0.645,11.486,0.74,34.901,0.645,24.806,0.129,58.363,0.057,14.393,0.129,64.697,0.057,5.182,0.333,12.137,0.085,9.942,0.333,24.036,0.085,8.998,0.278,21.958,0.055,8.181,0.278,17.794,0.055,7.397,0.015,25.583,0.011,4.931,0.013,32.861,0.017,6.536,0.013,39.373,0.017,7.211,0.013,43.225,0.017,6.718,0.258,34.205,0.065,20.533,0.258,76.818,0.065,13.829,0.258,62.049,0.065,11.096,0.012,43.332,0.017,8.606,0.012,36.463,0.017,8.365,0.19,26.105,0.187,10.072,0.015,47.091,0.006,7.295,0.04,18.585,0.022,10.231,0.018,31.734,0.021,9.722,0.058,42.059,0.088,17.54,0.01,34.836,0.007,28.33,0.01,61.081,0.007
